,book_id,book_authors,book_title,language_code,genres,image_url,rating,book_rating_count,book_review_count,Price,book_desc
624,1518,charles dickens,our mutual friend,eng,classics,https://images.gr-assets.com/books/1403189244l/31244.jpg,4.33,23233,1237,36,"A satiric masterpiece about the allure and peril of money, Our Mutual Friend revolves around the inheritance of a dust-heap where the rich throw their trash. When the body of John Harmon, the dust-heap’s expected heir, is found in the Thames, fortunes change hands surprisingly, raising to new heights “Noddy” Boffin, a low-born but kindly clerk who becomes “the Golden Dustman.” Charles Dickens’s last complete novel, Our Mutual Friend encompasses the great themes of his earlier works: the pretensions of the nouveaux riches, the ingenuousness of the aspiring poor, and the unfailing power of wealth to corrupt all who crave it. With its flavorful cast of characters and numerous subplots, Our Mutual Friend is one of Dickens’s most complex—and satisfying—novels."
625,1519,a.g. howard,splintered,eng,fantasy,https://images.gr-assets.com/books/1340134213l/12558285.jpg,5,45876,7097,70,"Alyssa Gardner hears the whispers of bugs and flowers—precisely the affliction that landed her mother in a mental hospital years before. This family curse stretches back to her ancestor Alice Liddell, the real-life inspiration for Lewis Carroll’s Alice’s Adventures in Wonderland. Alyssa might be crazy, but she manages to keep it together. For now.When her mother’s mental health takes a turn for the worse, Alyssa learns that what she thought was fiction is based in terrifying reality. The real Wonderland is a place far darker and more twisted than Lewis Carroll ever let on. There, Alyssa must pass a series of tests, including draining an ocean of Alice’s tears, waking the slumbering tea party, and subduing a vicious bandersnatch, to fix Alice’s mistakes and save her family. She must also decide whom to trust: Jeb, her gorgeous best friend and secret crush, or the sexy but suspicious Morpheus, her guide through Wonderland, who may have dark motives of his own."
626,1521,brae wyckoff,the orb of truth,eng,fantasy,https://images.gr-assets.com/books/1353213243l/16155612.jpg,3.6,282,74,71,"In the hundreds of years since the Holy City disappeared, darkness has fallen over the land. Human kingdoms have seized control of the realm, scattering the other races into hiding.Bridazak, a skilled thief, and his friends, a Dwarf and a fellow Ordakian, have dared to remain within the human communities and live relatively quiet lives, until they discover a mysterious, magical artifact. The three friends are thrust into an adventure that will challenge their faith, their purpose, and their destiny as they chase a forgotten and lost prophecy across the realm of Ruauck-El, where they hope to discover the origins of the strange item and their place in its history.An ancient, unknown enemy threatens the completion of their journey at every turn. Bridazak is about to face the biggest adventure of his life, one that may change the known realm, and answer the questions he has carried all his life. Will they unlock the truth?"
627,1530,noah gordon,the physician,eng,historical,https://images.gr-assets.com/books/1389582565l/4692.jpg,4.33,30598,1638,73,"In the 11th century, Rob Cole left poor, disease-ridden London to make his way across the land, hustling, juggling, peddling cures to the sick—and discovering the mystical ways of healing. It was on his travels that he found his own very real gift for healing—a gift that urged him on to become a doctor. So all consuming was his dream, that he made the perilous, unheard-of journey to Persia, to its Arab universities where he would undertake a transformation that would shape his destiny forever."
628,1533,heath sommer,the grand delusion,en-us,mystery,https://images.gr-assets.com/books/1287083704l/9508678.jpg,3,157,38,73,"Loner Addy Siwel only wanted answers when she signed up for a freshman course in theology—what she got was the attention of a murderer. In The Grand Delusion, Dr. Heath Sommer brings to life the precursor stories of characters John Joe, Addy Siwel, and Merci Bowku, who were introduced to the world in the 2009 contemporary mystery The Manufactured Identity. Terror-struck, the three protagonists vie against a backdrop of ironic evil as they are stalked by an unidentified villain who breaks all the rules and sends Chief of police and reluctant clairvoyant Frank Murphy scrambling against the clock in a murder mystery showdown that leaves all questioning what is real and what is beyond this world."
629,1544,shelly crane,significance,eng,fantasy,https://images.gr-assets.com/books/1434591910l/16282066.jpg,4.29,39807,2788,33,"A story by NEW YORK TIMES and USA TODAY bestselling Author, Shelly Crane.Maggie is a seventeen year old girl who's had a bad year. Her mom left, her dad is depressed, she's graduating, barely, and her boyfriend of almost three years dumped her for a college football scholarship. Lately she thinks life is all about hanging on by a thread and is gripping tight with everything she has.Then she meets Caleb.She saves his life and instantly knows there's something about him that's intriguing but she is supposed to be on her way to a date with his cousin. But things change when they touch, sparks ignite. Literally. They imprint with each other and she sees their future life together flash before her eyes. She learns that not only is she his soul mate, and can feel his heartbeat in her chest, but there is a whole other world of people with gifts and abilities that she never knew existed. She herself is experiencing supernatural changes unlike anything she's ever felt before and she needs the touch of his skin to survive. Now, not only has her dad come out of his depression to be a father again, and a pain as well, but Caleb's enemies know he's imprinted and are after Maggie to stop them both from gaining their abilities and take her from him. Can Caleb save her or will they be forced to live without each other after just finding one another?"
630,1547,shannon hale,enna burning,eng,fantasy,https://images.gr-assets.com/books/1388286936l/248482.jpg,2,35688,3554,73,"Enna and Princess Isi became fast friends in The Goose Girl, but after Isi married Prince Geric, Enna returned to the forest. Enna's simple life changes forever when she learns to wield fire and burn anything at will. Enna is convinced that she can use her ability for good--to fight Tira, the kingdom threatening the Bayern borders--and goes on secret raids to set fire to the Tiran camps and villages. But as the power of the fire grows stronger, she is less able to control her need to burn. In her recklessness she is captured by the Tiran army and held captive by a handsome, manipulative young captain who drugs her to keep her under his influence. Can Isi and her old friends Finn and Razo rescue her without sacrificing themselves? And with the fire still consuming her, will Enna find a way to manage the gift that threatens to destroy her?"
631,1552,charles dickens|stephen j. wall|helen small,little dorrit,en-us,classics,https://images.gr-assets.com/books/1496619146l/31250.jpg,4,40306,1351,46,"A novel of serendipity, of fortunes won and lost, and of the spectre of imprisonment that hangs over all aspects of Victorian society, Charles Dickens's Little Dorrit is edited with an introduction by Stephen Wall in Penguin Classics.When Arthur Clennam returns to England after many years abroad, he takes a kindly interest in Amy Dorrit, his mother's seamstress, and in the affairs of Amy's father, William Dorrit, a man of shabby grandeur, long imprisoned for debt in Marshalsea prison. As Arthur soon discovers, the dark shadow of the prison stretches far beyond its walls to affect the lives of many, from the kindly Mr Panks, the reluctant rent-collector of Bleeding Heart Yard, and the tipsily garrulous Flora Finching, to Merdle, an unscrupulous financier, and the bureaucratic Barnacles in the Circumlocution Office. A masterly evocation of the state and psychology of imprisonment, Little Dorrit is one of the supreme works of Dickens's maturity.Stephen Wall's introduction examines Dickens's transformation of childhood memories of his father's incarceration in the Marshalsea debtors' prison. This revised edition includes expanded notes, appendices and suggestion for further reading by Helen Small, a chronology of Dickens's life and works, and original illustrations.Charles Dickens is one of the best-loved novelists in the English language, whose 200th anniversary was celebrated in 2012. His most famous books, including Oliver Twist, Great Expectations, A Tale of Two Cities, David Copperfield and The Pickwick Papers, have been adapted for stage and screen and read by millions.If you enjoyed Little Dorrit, you might like Dickens's Barnaby Rudge, also available in Penguin Classics."
632,1553,chimamanda ngozi adichie,half of a yellow sun,en-us,fiction,https://images.gr-assets.com/books/1327934717l/18749.jpg,4,71531,6300,32,"Chimamanda Ngozi Adichie weaves together the lives of three characters swept up in the turbulence of a seminal moment in modern African history: Biafra’s impassioned struggle to establish an independent republic in Nigeria in the 1960s, and the chilling violence that followed.A masterly, haunting new novel from a writer heralded by The Washington Post Book World as “the 21st-century daughter of Chinua Achebe,” Half of a Yellow Sun re-creates a seminal moment in modern African history: Biafra’s impassioned struggle to establish an independent republic in Nigeria in the 1960s, and the chilling violence that followed. With astonishing empathy and the effortless grace of a natural storyteller, Chimamanda Ngozi Adichie weaves together the lives of three characters swept up in the turbulence of the decade. Thirteen-year-old Ugwu is employed as a houseboy for a university professor full of revolutionary zeal. Olanna is the professor’s beautiful mistress, who has abandoned her life of privilege in Lagos for a dusty university town and the charisma of her new lover. And Richard is a shy young Englishman in thrall to Olanna’s twin sister, an enigmatic figure who refuses to belong to anyone. As Nigerian troops advance and the three must run for their lives, their ideals are severely tested, as are their loyalties to one another. Epic, ambitious, and triumphantly realized, Half of a Yellow Sun is a remarkable novel about moral responsibility, about the end of colonialism, about ethnic allegiances, about class and race—and the ways in which love can complicate them all. Adichie brilliantly evokes the promise and the devastating disappointments that marked this time and place, bringing us one of the most powerful, dramatic, and intensely emotional pictures of modern Africa that we have ever had."
633,1566,graeme simsion,the rosie project,eng,fiction,https://images.gr-assets.com/books/1371651741l/16181775.jpg,1,357431,34040,21,"An international sensation, this hilarious, feel-good novel is narrated by an oddly charming and socially challenged genetics professor on an unusual quest: to find out if he is capable of true love.Don Tillman, professor of genetics, has never been on a second date. He is a man who can count all his friends on the fingers of one hand, whose lifelong difficulty with social rituals has convinced him that he is simply not wired for romance. So when an acquaintance informs him that he would make a “wonderful” husband, his first reaction is shock. Yet he must concede to the statistical probability that there is someone for everyone, and he embarks upon The Wife Project. In the orderly, evidence-based manner with which he approaches all things, Don sets out to find the perfect partner. She will be punctual and logical—most definitely not a barmaid, a smoker, a drinker, or a late-arriver.Yet Rosie Jarman is all these things. She is also beguiling, fiery, intelligent—and on a quest of her own. She is looking for her biological father, a search that a certain DNA expert might be able to help her with. Don's Wife Project takes a back burner to the Father Project and an unlikely relationship blooms, forcing the scientifically minded geneticist to confront the spontaneous whirlwind that is Rosie—and the realization that love is not always what looks good on paper.The Rosie Project is a moving and hilarious novel for anyone who has ever tenaciously gone after life or love in the face of overwhelming challenges."
634,1570,pramoedya ananta toer,bumi manusia,en-us,fiction,https://images.gr-assets.com/books/1464891625l/1398034.jpg,4,12509,1349,78,"Roman Tetralogi Buru mengambil latar belakang dan cikal bakal nation Indonesia di awal abad ke-20. Dengan membacanya waktu kita dibalikkan sedemikian rupa dan hidup di era membibitnya pergerakan nasional mula-mula, juga pertautan rasa, kegamangan jiwa, percintaan, dan pertarungan kekuatan anonim para srikandi yang mengawal penyemaian bangunan nasional yang kemudian kelak melahirkan Indonesia modern.Roman bagian pertama; Bumi Manusia, sebagai periode penyemaian dan kegelisahan dimana Minke sebagai aktor sekaligus kreator adalah manusia berdarah priyayi yang semampu mungkin keluar dari kepompong kejawaannya menuju manusia yang bebas dan merdeka, di sudut lain membelah jiwa ke-Eropa-an yang menjadi simbol dan kiblat dari ketinggian pengetahuan dan peradaban.Pram menggambarkan sebuah adegan antara Minke dengan ayahnya yang sangat sentimentil: Aku mengangkat sembah sebagaimana biasa aku lihat dilakukan punggawa terhadap kakekku dan nenekku dan orangtuaku, waktu lebaran. Dan yang sekarang tak juga kuturunkan sebelum Bupati itu duduk enak di tempatnya. Dalam mengangkat sembah serasa hilang seluruh ilmu dan pengetahuan yang kupelajari tahun demi tahun belakangan ini. Hilang indahnya dunia sebagaimana dijanjikan oleh kemajuan ilmu .... Sembah pengagungan pada leluhur dan pembesar melalui perendahan dan penghinaan diri! Sampai sedatar tanah kalau mungkin! Uh, anak-cucuku tak kurelakan menjalani kehinaan ini.""Kita kalah, Ma,"" bisikku.""Kita telah melawan, Nak, Nyo, sebaik-baiknya, sehormat-hormatnya."""
635,1571,dan simmons,the fall of hyperion,en-us,science fiction,https://images.gr-assets.com/books/1429215870l/77565.jpg,4,79202,2658,68,"In the stunning continuation of the epic adventure begun in Hyperion, Simmons returns us to a far future resplendent with drama and invention. On the world of Hyperion, the mysterious Time Tombs are opening. And the secrets they contain mean that nothing--nothing anywhere in the universe--will ever be the same."
636,1574,kathleen grissom,the kitchen house,eng,historical,https://images.gr-assets.com/books/1463229128l/6837103.jpg,5,201033,16949,29,"When a white servant girl violates the order of plantation society, she unleashes a tragedy that exposes the worst and best in the people she has come to call her family. Orphaned while onboard ship from Ireland, seven-year-old Lavinia arrives on the steps of a tobacco plantation where she is to live and work with the slaves of the kitchen house. Under the care of Belle, the master's illegitimate daughter, Lavinia becomes deeply bonded to her adopted family, though she is set apart from them by her white skin. Eventually, Lavinia is accepted into the world of the big house, where the master is absent and the mistress battles opium addiction. Lavinia finds herself perilously straddling two very different worlds. When she is forced to make a choice, loyalties are brought into question, dangerous truths are laid bare, and lives are put at risk."
637,1580,ross lockridge jr.,raintree county,eng,fiction,https://images.gr-assets.com/books/1173206735l/257233.jpg,4,860,75,15,"Throughout a single day in 1892, John Shawnessy recalls the great moments of his lifefrom the love affairs of his youth in Indiana, to the battles of the Civil War, to the politics of the Gilded Age, to his homecoming as schoolteacher, husband, and father. Shawnessy is the epitome of the place and period in which he lives, a rural land of springlike women, shady gamblers, wandering vagabonds, and soapbox orators. Yet here on the banks of the Shawmucky River, which weaves its primitive course through Raintree County, Indiana, he also feels and obeys ancient rhythms. A number-one bestseller when it was first published in 1948, this powerful novel is a compelling vision of 19th-century America with timeless resonance."
638,1582,tess gerritsen,the surgeon,eng,mystery,https://images.gr-assets.com/books/1277923728l/32263.jpg,4,111273,3612,38,"IN BOSTON, THERE'S A KILLER ON THE LOOSE...A killer who targets lone women, who breaks into their apartments and performs terrifying ritualistic acts of torture on them before finishing them off. His surgical skills lead police to suspect he is a physician - a physician who, instead of saving lives, takes them.But as homicide detective Thomas Moore and his partner Jane Rizzoli begin their investigation, they make a startling discovery. Closely linked to these killings is Catherine Cordell, a beautiful doctor with a mysterious past. Two years ago she was subjected to a horrifying rape and shot her attacker dead.Now the man she believes she killed seems to be stalking her once again, and this time he knows exactly where to find her..."
639,1584,kimberly derting,the body finder,eng,young adult,https://images.gr-assets.com/books/1358266631l/6261522.jpg,4,46908,3909,53,"Violet Ambrose is grappling with two major issues: Jay Heaton and her morbid secret ability. While the sixteen-year-old is confused by her new feelings for her best friend since childhood, she is more disturbed by her ""power"" to sense dead bodies—or at least those that have been murdered. Since she was a little girl, she has felt the echoes that the dead leave behind in the world... and the imprints that attach to their killers.Violet has never considered her strange talent to be a gift; it mostly just led her to find the dead birds her cat had tired of playing with. But now that a serial killer has begun terrorizing her small town, and the echoes of the local girls he's claimed haunt her daily, she realizes she might be the only person who can stop him.Despite his fierce protectiveness over her, Jay reluctantly agrees to help Violet on her quest to find the murderer—and Violet is unnerved to find herself hoping that Jay's intentions are much more than friendly. But even as Violet is getting closer and closer to discovering a killer... she might become his next prey."
640,1586,george eliot|a.s. byatt,the mill on the floss,eng,classics,https://images.gr-assets.com/books/1394285531l/20564.jpg,4,43287,1643,51,"'If life had no love in it, what else was there for Maggie?'Brought up at Dorlcote Mill, Maggie Tulliver worships her brother Tom and is desperate to win the approval of her parents, but her passionate, wayward nature and her fierce intelligence bring her into constant conflict with her family. As she reaches adulthood, the clash between their expectations and her desires is painfully played out as she finds herself torn between her relationships with three very different men: her proud and stubborn brother, a close friend who is also the son of her family's worst enemy, and a charismatic but dangerous suitor. With its poignant portrayal of sibling relationships, The Mill on the Floss is considered George Eliot's most autobiographical novel; it is also one of her most powerful and moving.In this edition writer and critic A.S. Byatt provides full explanatory notes and an introduction relating Mill on the Floss to George Eliot's own life and times.Edited with an introduction and notes by A.S. BYATT"
641,1589,meg cabot,shadowland,eng,young adult,https://images.gr-assets.com/books/1327886166l/187811.jpg,4,57495,2243,53,"Suze is a mediator -- a liaison between the living and the dead. In other words, she sees dead people. And they won't leave her alone until she helps them resolve their unfinished business with the living. But Jesse, the hot ghost haunting her bedroom, doesn't seem to need her help. Which is a relief, because Suze has just moved to sunny California and plans to start fresh, with trips to the mall instead of the cemetery, and surfing instead of spectral visitations.But the very first day at her new school, Suze realizes it's not that easy. There's a ghost with revenge on her mind ... and Suze happens to be in the way."
642,1592,michael   kramer,for the love of armin,eng,adventure,https://images.gr-assets.com/books/1499685145l/35642518.jpg,3,1082,17,75,"In September of the year 9 A.D., the young Germanic warrior known as Armin to his friends and Arminius to his Roman enemies, successfully took on and defeated three entire Roman legions. This resulted in the deaths of over twenty thousand Roman soldiers. This in turn resulted in the Roman emperor called Tiberius recalling all Roman military units from Germania. The Germanic tribes would associate for their common good, often meeting and forming up for offensive or defensive war, but they were always separate and very independent. Armin knew that the best way to ensure that his country was not bothered by outside invaders again was to become a single country complete with it own army and navy. In this he crossed swords with the independent temper of his own people. They did not want any king from anywhere telling them what to do. In due course, this resulted in even the members of his own family taking up arms against him in order to make sure that the tribes of Germania remained independent and free. Such was the concern of the ancient Germanic tribesmen that this might not be the case, that Armin was murdered by the members of his own family."
643,1593,shel silverstein,falling up,en-us,childrens,https://images.gr-assets.com/books/1327871908l/30120.jpg,4,117244,1419,46,"
Millie McDeevit screamed a screamSo loud it made her eyebrows steam.She screamed so loudHer jawbone broke,Her tongue caught fire,Her nostrils smoked...
Poor Screamin' Millie is just one of the unforgettable characters in this wondrous new book of poems and drawings by the creator of Where the Sidewalk Ends and A Light in the Attic. Here you will also meet Allison Beals and her twenty-five eels; Danny O'Dare, the dancin' bear; the Human Balloon; and Headphone Harold.So come, wander through the Nose Garden, ride the Little Hoarse, eat in the Strange Restaurant, and let the magic of Shel Silverstein open your eyes and tickle your mind."
644,1597,sarah j. maas,a court of mist and fury,eng,fantasy,https://images.gr-assets.com/books/1487592053l/26073150.jpg,5,196549,29189,28,"Feyre survived Amarantha's clutches to return to the Spring Court—but at a steep cost. Though she now has the powers of the High Fae, her heart remains human, and it can't forget the terrible deeds she performed to save Tamlin's people.Nor has Feyre forgotten her bargain with Rhysand, High Lord of the feared Night Court. As Feyre navigates its dark web of politics, passion, and dazzling power, a greater evil looms—and she might be key to stopping it. But only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future—and the future of a world torn apart."
645,1605,catherine fisher,incarceron,eng,fantasy,https://images.gr-assets.com/books/1327414514l/332775.jpg,1,54227,5233,57,"Incarceron -- a futuristic prison, sealed from view, where the descendants of the original prisoners live in a dark world torn by rivalry and savagery. It is a terrifying mix of high technology -- a living building which pervades the novel as an ever-watchful, ever-vengeful character, and a typical medieval torture chamber -- chains, great halls, dungeons. A young prisoner, Finn, has haunting visions of an earlier life, and cannot believe he was born here and has always been here. In the outer world, Claudia, daughter of the Warden of Incarceron, is trapped in her own form of prison -- a futuristic world constructed beautifully to look like a past era, an imminent marriage she dreads. She knows nothing of Incarceron, except that it exists. But there comes a moment when Finn, inside Incarceron, and Claudia, outside, simultaneously find a device -- a crystal key, through which they can talk to each other. And so the plan for Finn's escape is born ..."
646,1606,julia hoban,willow,en-us,young adult,https://images.gr-assets.com/books/1428890977l/4570768.jpg,3,30811,1979,42,"Seven months ago on a rainy March night, Willow's parents drank too much wine at dinner and asked her to drive them home. But they never made it--Willow lost control of the car, and both of her parents were killed.Now seventeen, Willow is living with her older brother, who can barely speak to her. She has left behind her old home, friends, and school. But Willow has found a way to survive, to numb the new reality of her life: She is secretly cutting herself.And then she meets Guy, a boy as sensitive and complicated as she is. When Guy discovers Willow's secret, he pulls her out of the solitary world she's created for herself, and into a difficult, intense, and potentially life-changing relationship.Julia Hoban has created an unflinching story about cutting, grieving, and starting anew. But above all, she has written an unforgettable tale of first love."
647,1622,emily st. john mandel,station eleven,eng,fiction,https://images.gr-assets.com/books/1451446835l/20170404.jpg,4,231676,28780,44,"An audacious, darkly glittering novel set in the eerie days of civilization's collapse, Station Eleven tells the spellbinding story of a Hollywood star, his would-be savior, and a nomadic group of actors roaming the scattered outposts of the Great Lakes region, risking everything for art and humanity.One snowy night a famous Hollywood actor slumps over and dies onstage during a production of King Lear. Hours later, the world as we know it begins to dissolve. Moving back and forth in time—from the actor's early days as a film star to fifteen years in the future, when a theater troupe known as the Traveling Symphony roams the wasteland of what remains—this suspenseful, elegiac, spellbinding novel charts the strange twists of fate that connect five people: the actor, the man who tried to save him, the actor's first wife, his oldest friend, and a young actress with the Traveling Symphony, caught in the crosshairs of a dangerous self-proclaimed prophet.Sometimes terrifying, sometimes tender, Station Eleven tells a story about the relationships that sustain us, the ephemeral nature of fame, and the beauty of the world as we know it."
648,1624,james alexander thom,follow the river,eng,historical,https://images.gr-assets.com/books/1387651947l/138872.jpg,3.67,16053,2060,24,"Mary Ingles was twenty-three, married, and pregnant, when Shawnee Indians invaded her peaceful Virginia settlement, killed the men and women, then took her captive. For months, she lived with them, unbroken, until she escaped, and followed a thousand mile trail to freedom--an extraordinary story of a pioneer woman who risked her life to return to her people."
649,1627,eça de queirós|ester de lemos,os maias,eng,classics,https://images.gr-assets.com/books/1362526641l/1249630.jpg,4,14210,420,73,"Os Maias é uma das obras mais conhecidas do escritor português Eça de Queiroz. O livro foi publicado no Porto em 1888. A acção de Os Maias passa-se em Lisboa, na segunda metade do século XIX, e apresenta-nos a história de três gerações da família Maia. A acção inicia-se no Outono de 1875, quando Afonso da Maia, nobre e pobre proprietário, se instala no Ramalhete com o neto recém formado em Medicina. Neste momento faz-se uma longa descrição da casa - ""O Ramalhete,"" cujo nome tem origem num painel de azulejos com um ramo de girassóis, e não em algo fresco ou campestre, tal como o nome nos remete a pensar. Afonso da Maia era o personagem mais simpático do romance e aquele que o autor mais valorizou, pois não se lhe conhecem defeitos. É um homem de carácter, culto e requintado nos gostos. Em jovem aderiu aos ideais do Liberalismo e foi obrigado, por seu pai, a sair de casa e a instalar-se em Inglaterra. Após o pai falecer regressa a Lisboa para casar com Maria Eduarda Runa, mas pouco tempo depois escolhe o exílio por razões de ordem política. Há em Os Maias um retrato da Lisboa da epóca. Carlos, que mora na Rua das Janelas Verdes, caminha com frequência até ao Rossio (embora, por vezes, vá a cavalo ou de carruagem). Algumas das lojas citadas no livro ainda existem - a Casa Havaneza, no Chiado, por exemplo. É possível seguir os diferentes percursos de Carlos ou do Ega pelas suas da Baixa lisboeta, ainda que algumas tenham mudado de nome. No final do livro, quando Carlos volta a Lisboa muitos anos depois, somos levados a ver as novidades - a Avenida da Liberdade, que substituiu o Passeio Público, e que é descrita como uma coisa nova, e feia pela sua novidade, exactamente como nos anos 70 se falava das casas de emigrante. O romance veicula sobre o país uma perspectiva muito derrotista, muito pessimista. Tirando a natureza (o Tejo, Sintra, Santa Olávia...), é tudo uma choldra ignóbil. Predomina uma visão de estrangeirado, de quem só valoriza as civilizações superiores - da França e Inglaterra, principalmente. Os políticos são mesquinhos, ignorantes ou corruptos (Gouvarinho, Sousa Neto...); os homens das Letras sao boémios e dissolutos, retrógrados ou distantes da realidade concreta (Alencar, Ega...: lembre-se o que se passou no Sarau do Teatro da Trindade); os jornalistas boémios e venais (Palma...); os homens do desporto não conseguem organizar uma corrida de cavalos, pois não há hipódromo à altura, nem cavalos, nem cavaleiros, as pessoas não vestem como o evento exigia, as senhoras traziam vestidos de missa. Para cúmulo de tudo isto, os protagonistas acabam vencidos da vida. Apesar de ser isto referido no fim do livro, pode-se ver que ainda há alguma esperanca implícita, nas passagens em que Carlos da Maia e João da Ega dizem que o apetite humano é a causa de todos os seus problemas e que portanto nunca mais terão apetites, mas logo a seguir dizem que lhes está a apetecer um ""prato de paio com ervilhas,"" ou quando dizem que a pressa não leva a nada e que a vida deve ser levada com calma mas começam a correr para apanhar o americano (eléctrico). Mais do que crítica de costumes, o romance mostra-nos um país - sobretudo Lisboa - que se dissolve, incapaz de se regenerar. Quando o autor escreve mais tarde A Cidade e as Serras, expõe uma atitude muito mais construtiva: o protagonista regenera-se pela descoberta das raízes rurais ancestrais não atingidas pela degradação da civilização, num movimento inverso ao que predomina n'Os Maias."
650,1629,jonathan stroud,the golem's eye,eng,fantasy,https://images.gr-assets.com/books/1441130242l/59263.jpg,3.5,78364,1808,28,"At only fourteen, Nathaniel is a rising star: a young magician who is quickly climbing the ranks of the government. There is seemingly nothing he cannot handle, until he is asked to deal with the growing Resistance movement, which is disrupting London life with its thefts and raids. It’s no easy task: the ringleader Kitty and her friends remain elusive, and Nathaniel’s job-and perhaps his life-are soon at risk. As the pressure mounts, he is distracted by a new series of terrifying attacks in the capital. But is it the Resistance again, or something more dangerous still? To uncover the perpetrators, Nathanial must take desperate measures: a journey to the enemy city of Prague and-worse-summoning once again the troublesome, enigmatic, and quick – witted djinni Bartimaeus. A thrilling sequel to the best-selling Amulet of Samarkand, The Golem’s Eye is a roller-coaster ride of magic, adventure, and political skullduggery, in which the fates of Nathaniel, Bartimaeus, and Kitty explosively collide."
651,1633,michael crichton,sphere,eng,science fiction,https://images.gr-assets.com/books/1174924200l/455373.jpg,3,146584,2631,38,"A group of American scientists are rushed to a huge vessel that has been discovered resting on the ocean floor in the middle of the South Pacific. What they find defies their imaginations and mocks their attempts at logical explanation. It is a spaceship of phenomenal dimensions, apparently, undamaged by its fall from the sky. And, most startling, it appears to be at least three hundred years old....""The suspense is real.""THE NEW YORK TIMES BOOK REVIEW""A page-turner...Chichton's writing is cinematic, with powerful visual images and nonstop action. This book should come with hot buttered popcorn.""NEWSWEEK"
652,1639,paulo coelho|montserrat mira,brida,eng,fiction,https://images.gr-assets.com/books/1403772793l/68591.jpg,4,59183,2895,52,"O livro conta a história de Brida O' Fern, uma irlandesa de 21 anos em busca da magia e dos poderes ocultos. Durante sua busca, Brida conhece um mago, Mago de Folk, que promete ensiná-la através da Tradição do Sol, que explica tudo através da natureza e de suas manifestações divinas. Mas Brida toma, na verdade, como mestra, Wicca, uma bela mulher que lhe ensina através da Tradição da Lua, a antiga Tradição das Bruxas, que explica o Universo através da Sabedoria e do Tempo. Sua evolução espiritual e sua busca pela Outra Parte (a famosa alma gêmea) estão retratadas neste livro emocionante e tão interessante quanto os outros livros do autor - segue contudo, o estilo altamente ""místico"" como ""O Diário de um Mago"" e ""O Alquimista""."
653,1642,hunter s. thompson,the rum diary,eng,fiction,https://images.gr-assets.com/books/1430534762l/18864.jpg,4.33,46665,1935,20,"Alternate Cover Edition can be found here. Made into a major motion picture starring Johnny Depp, The Rum Diary—a national bestseller and New York Times Notable Book—is Hunter S. Thompson’s brilliant love story of jealousy, treachery, and violent lust in the Caribbean.Begun in 1959 by a twenty-two-year-old Hunter S. Thompson, The Rum Diary is a brilliantly tangled love story of jealousy, treachery, and violent alcoholic lust in the Caribbean boomtown that was San Juan, Puerto Rico, in the late 1950s. The narrator, freelance journalist Paul Kemp, irresistibly drawn to a sexy, mysterious woman, is soon thrust into a world where corruption and get-rich-quick schemes rule and anything (including murder) is permissible. Exuberant and mad, youthful and energetic, this dazzling comedic romp provides a fictional excursion as riveting and outrageous as Thompson’s Fear and Loathing books."
654,1644,alan moore|brian bolland|tim sale,batman: the killing joke,en-us,sequential art,https://images.gr-assets.com/books/1346331835l/96358.jpg,4,143667,4224,17,"For the first time the Joker's origin is revealed in this tale of insanity and human perseverance. Looking to prove that any man can be pushed past his breaking point and go mad, the Joker attempts to drive Commissioner Gordon insane. After shooting and permanently paralyzing his daughter Barbara (a.k.a. Batgirl), the Joker kidnaps the commissioner and attacks his mind in hopes of breaking the man. But refusing to give up, Gordon maintains his sanity with the help of Batman in an effort to beset the madman."
655,1646,gordon b. hinckley,standing for something: 10 neglected virtues that will heal our hearts and homes,en-us,religion,https://images.gr-assets.com/books/1388192142l/596259.jpg,5,13656,702,46,"In this national bestseller, the president of The Church of Jesus Christ of Latter-day Saints, Gordon B. Hinckley, has created a classic look at the values that can change our world--and how to stand up for them. Drawing on anecdotes from his much-admired life of faith and service, as well as examples from American culture today, he examines ten virtues that have always illuminated the path to a better world: love, honesty, morality, civility, learning, forgiveness and mercy, thrift and industry, gratitude, optimism, and faith. He then shows how the two guardians of virtue--marriage and the family--can keep us on that path, even in difficult times. Standing for Something is an inspiring blueprint for what we all can do--as individuals, as a nation, and as a world community--to rediscover the values and virtues that have historically made us strong and that will lead us to a brighter future."
656,1650,l.j. smith,shadow souls,eng,paranormal,https://images.gr-assets.com/books/1347424332l/6441509.jpg,4,35234,1078,56,"On the run . . .Elena Gilbert's love, the vampire Stefan Salvatore, has been captured and imprisoned by demonic spirits who are wreaking havoc in Fell's Church. While her friends Bonnie and Meredith explore the evil that has taken over their town, Elena goes in search of Stefan.In order to find him, she entrusts her life to Stefan's brother, Damon Salvatore, the handsome but deadly vampire who wants Elena, body and soul. Along with her childhood friend Matt, they set out for the slums of the Dark Dimension, where Stefan is being held captive. It is rumored to be a world where vampires and demons roam free, but humans must live enslaved to their supernatural masters. . . .Elena will stop at nothing to free Stefan. Yet with each passing day the tension between Elena and Damon grows, and she is faced with a terrible decision: Which brother does she really want?Back in Fell's Church, Bonnie and Meredith have made some dire discoveries. They hastily try to follow Elena and warn her—only to be caught up in Elena's most dangerous adventure yet."
